pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
73,1,21.0,70.0,1,1,1,beta,mc
73,2,70.0,24.0,2,2,4,pareto,mc
73,3,21.0,70.0,1,1,1,beta,nc
73,4,18.0,76.0,1,2,2,beta,mc
73,5,22.0,49.0,2,1,3,pareto,mc
73,6,50.0,50.0,1,1,0,ac,nc
73,7,18.0,67.0,1,2,2,pareto,mc
73,8,17.0,80.0,2,2,4,beta,nmc
73,9,20.0,75.0,1,1,1,beta,nc
73,10,18.0,67.0,1,2,2,pareto,nc
73,11,27.0,57.99999999999999,1,1,1,pareto,nmc
73,12,37.0,37.0,2,2,4,pareto,nmc
73,13,37.0,37.0,2,2,4,pareto,mc
73,14,39.0,52.0,2,1,3,beta,nc
73,15,20.0,75.0,1,1,1,beta,nmc
73,16,16.0,76.0,1,2,2,beta,mc
73,17,70.0,24.0,2,2,4,pareto,nmc
73,18,51.0,35.0,1,1,1,pareto,nc
73,19,51.0,45.0,1,2,2,pareto,mc
73,20,27.0,57.99999999999999,1,1,1,pareto,nc
73,21,21.0,70.0,1,1,1,beta,nmc
73,22,40.0,54.0,2,1,3,pareto,mc
73,23,22.0,49.0,2,1,3,pareto,nc
73,24,17.0,80.0,2,2,4,beta,nc
73,25,22.0,75.0,2,2,4,beta,mc
73,26,16.0,76.0,1,2,2,beta,nc
73,27,51.0,35.0,1,1,1,pareto,nmc
73,28,22.0,75.0,2,2,4,beta,nc
73,29,20.0,75.0,1,1,1,beta,mc
73,30,39.0,52.0,2,1,3,beta,mc
73,31,17.0,80.0,2,2,4,beta,mc
73,32,70.0,24.0,2,2,4,pareto,nc
73,33,40.0,54.0,2,1,3,pareto,nc
73,34,21.0,75.0,2,1,3,beta,mc
73,35,40.0,56.00000000000001,1,1,0,ac,nc
73,36,51.0,45.0,1,2,2,pareto,nc
73,37,21.0,75.0,2,1,3,beta,nc
73,38,27.0,57.99999999999999,1,1,1,pareto,mc
73,39,22.0,75.0,2,2,4,beta,nmc
73,40,51.0,35.0,1,1,1,pareto,mc
73,41,37.0,37.0,2,2,4,pareto,nc
73,42,18.0,76.0,1,2,2,beta,nc
