pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
217,1,21.0,56.00000000000001,2,2,4,pareto,nc
217,2,47.0,50.0,1,2,2,pareto,mc
217,3,21.0,75.0,2,1,3,beta,mc
217,4,21.0,56.00000000000001,2,2,4,pareto,nmc
217,5,32.0,40.0,2,2,4,pareto,nc
217,6,21.0,75.0,2,1,3,beta,nc
217,7,50.0,50.0,1,1,0,ac,nc
217,8,33.0,62.0,1,1,1,beta,mc
217,9,74.0,26.0,1,2,2,pareto,nc
217,10,15.0,81.0,2,2,4,beta,nmc
217,11,57.0,28.000000000000004,1,1,1,pareto,nc
217,12,33.0,49.0,2,1,3,pareto,mc
217,13,32.0,40.0,2,2,4,pareto,mc
217,14,21.0,56.00000000000001,2,2,4,pareto,mc
217,15,15.0,81.0,2,2,4,beta,nc
217,16,7.0,91.0,2,2,4,beta,mc
217,17,57.0,28.000000000000004,1,1,1,pareto,mc
217,18,33.0,62.0,1,1,1,beta,nmc
217,19,33.0,63.0,2,1,3,beta,nc
217,20,33.0,49.0,2,1,3,pareto,nc
217,21,28.0,62.0,1,2,2,beta,nc
217,22,15.0,81.0,2,2,4,beta,mc
217,23,22.0,74.0,1,1,1,beta,mc
217,24,24.0,45.0,1,1,1,pareto,nmc
217,25,33.0,62.0,1,1,1,beta,nc
217,26,24.0,45.0,1,1,1,pareto,nc
217,27,31.0,61.0,1,2,2,beta,nc
217,28,40.0,56.00000000000001,1,1,0,ac,nc
217,29,28.0,62.0,1,2,2,beta,mc
217,30,22.0,74.0,1,1,1,beta,nc
217,31,25.0,46.0,2,1,3,pareto,nc
217,32,32.0,40.0,2,2,4,pareto,nmc
217,33,31.0,61.0,1,2,2,beta,mc
217,34,24.0,45.0,1,1,1,pareto,mc
217,35,74.0,26.0,1,2,2,pareto,mc
217,36,25.0,46.0,2,1,3,pareto,mc
217,37,33.0,63.0,2,1,3,beta,mc
217,38,7.0,91.0,2,2,4,beta,nmc
217,39,57.0,28.000000000000004,1,1,1,pareto,nmc
217,40,47.0,50.0,1,2,2,pareto,nc
217,41,7.0,91.0,2,2,4,beta,nc
217,42,22.0,74.0,1,1,1,beta,nmc
