pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
5,1,15.0,75.0,2,1,3,beta,mono_cut
5,2,10.0,68.0,2,2,4,pareto,non_mono_cut
5,3,23.0,74.0,2,1,3,beta,no_cut
5,4,23.0,49.0,2,1,3,pareto,mono_cut
5,5,64.0,26.0,1,2,2,pareto,mono_cut
5,6,50.0,50.0,1,1,0,ac,no_cut
5,7,67.0,23.0,1,1,1,pareto,mono_cut
5,8,53.0,28.000000000000004,1,1,1,pareto,non_mono_cut
5,9,23.0,68.0,1,2,2,beta,no_cut
5,10,21.0,73.0,1,1,1,beta,non_mono_cut
5,11,21.0,73.0,1,1,1,beta,no_cut
5,12,23.0,74.0,2,1,3,beta,mono_cut
5,13,27.0,70.0,1,1,1,beta,non_mono_cut
5,14,11.0,83.0,2,2,4,beta,non_mono_cut
5,15,23.0,49.0,2,1,3,pareto,no_cut
5,16,39.0,52.0,2,2,4,pareto,non_mono_cut
5,17,19.0,76.0,1,2,2,beta,mono_cut
5,18,67.0,23.0,1,1,1,pareto,no_cut
5,19,66.0,32.0,1,2,2,pareto,no_cut
5,20,53.0,28.000000000000004,1,1,1,pareto,no_cut
5,21,32.0,44.0,2,1,3,pareto,mono_cut
5,22,27.0,69.0,2,2,4,beta,no_cut
5,23,53.0,28.000000000000004,1,1,1,pareto,mono_cut
5,24,15.0,75.0,2,1,3,beta,no_cut
5,25,10.0,68.0,2,2,4,pareto,no_cut
5,26,27.0,70.0,1,1,1,beta,no_cut
5,27,27.0,70.0,1,1,1,beta,mono_cut
5,28,66.0,32.0,1,2,2,pareto,mono_cut
5,29,39.0,52.0,2,2,4,pareto,mono_cut
5,30,39.0,52.0,2,2,4,pareto,no_cut
5,31,67.0,23.0,1,1,1,pareto,non_mono_cut
5,32,40.0,56.00000000000001,1,1,0,ac,no_cut
5,33,11.0,83.0,2,2,4,beta,mono_cut
5,34,10.0,68.0,2,2,4,pareto,mono_cut
5,35,64.0,26.0,1,2,2,pareto,no_cut
5,36,32.0,44.0,2,1,3,pareto,no_cut
5,37,21.0,73.0,1,1,1,beta,mono_cut
5,38,19.0,76.0,1,2,2,beta,no_cut
5,39,23.0,68.0,1,2,2,beta,mono_cut
5,40,27.0,69.0,2,2,4,beta,mono_cut
5,41,27.0,69.0,2,2,4,beta,non_mono_cut
5,42,11.0,83.0,2,2,4,beta,no_cut
