pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
9,1,33.0,63.0,2,2,4,beta,no_cut
9,2,15.0,81.0,1,1,1,beta,mono_cut
9,3,53.0,31.0,2,1,3,pareto,mono_cut
9,4,16.0,81.0,1,1,1,beta,non_mono_cut
9,5,16.0,81.0,1,1,1,beta,mono_cut
9,6,27.0,46.0,2,1,3,pareto,non_mono_cut
9,7,43.0,53.0,1,2,2,pareto,no_cut
9,8,22.0,69.0,2,2,4,pareto,no_cut
9,9,32.0,52.0,1,2,2,pareto,no_cut
9,10,19.0,52.0,1,1,1,pareto,mono_cut
9,11,19.0,74.0,1,2,2,beta,no_cut
9,12,14.0,81.0,2,1,3,beta,non_mono_cut
9,13,14.0,81.0,2,1,3,beta,no_cut
9,14,22.0,69.0,2,2,4,pareto,mono_cut
9,15,16.0,79.0,2,1,3,beta,mono_cut
9,16,19.0,74.0,1,2,2,beta,mono_cut
9,17,24.0,50.0,1,1,1,pareto,non_mono_cut
9,18,27.0,46.0,2,1,3,pareto,mono_cut
9,19,50.0,50.0,1,1,0,ac,no_cut
9,20,43.0,53.0,1,2,2,pareto,mono_cut
9,21,17.0,78.0,2,2,4,beta,non_mono_cut
9,22,17.0,80.0,1,2,2,beta,non_mono_cut
9,23,24.0,50.0,1,1,1,pareto,mono_cut
9,24,16.0,81.0,1,1,1,beta,no_cut
9,25,33.0,63.0,2,2,4,beta,mono_cut
9,26,16.0,79.0,2,1,3,beta,non_mono_cut
9,27,53.0,31.0,2,1,3,pareto,non_mono_cut
9,28,16.0,79.0,2,1,3,beta,no_cut
9,29,66.0,32.0,2,2,4,pareto,non_mono_cut
9,30,66.0,32.0,2,2,4,pareto,no_cut
9,31,40.0,56.00000000000001,1,1,0,ac,no_cut
9,32,17.0,80.0,1,2,2,beta,mono_cut
9,33,32.0,52.0,1,2,2,pareto,non_mono_cut
9,34,19.0,52.0,1,1,1,pareto,no_cut
9,35,19.0,74.0,1,2,2,beta,non_mono_cut
9,36,53.0,31.0,2,1,3,pareto,no_cut
9,37,17.0,78.0,2,2,4,beta,mono_cut
9,38,33.0,63.0,2,2,4,beta,non_mono_cut
9,39,22.0,69.0,2,2,4,pareto,non_mono_cut
9,40,15.0,81.0,1,1,1,beta,no_cut
9,41,19.0,52.0,1,1,1,pareto,non_mono_cut
9,42,27.0,46.0,2,1,3,pareto,no_cut
