pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
17,1,28.0,67.0,1,1,1,beta,no_cut
17,2,12.0,86.0,2,2,4,beta,no_cut
17,3,50.0,50.0,1,1,0,ac,no_cut
17,4,27.0,67.0,2,1,3,beta,no_cut
17,5,43.0,35.0,1,1,1,pareto,non_mono_cut
17,6,23.0,49.0,2,2,4,pareto,no_cut
17,7,14.0,82.0,2,2,4,beta,mono_cut
17,8,14.0,82.0,2,2,4,beta,no_cut
17,9,27.0,67.0,2,1,3,beta,mono_cut
17,10,30.0,62.0,1,2,2,beta,mono_cut
17,11,14.0,82.0,2,2,4,beta,non_mono_cut
17,12,50.0,30.0,2,1,3,pareto,no_cut
17,13,28.0,67.0,1,1,1,beta,mono_cut
17,14,14.0,79.0,2,1,3,beta,mono_cut
17,15,30.0,62.0,1,2,2,beta,no_cut
17,16,14.0,85.0,1,2,2,beta,mono_cut
17,17,46.0,42.0,1,2,2,pareto,no_cut
17,18,12.0,86.0,2,2,4,beta,non_mono_cut
17,19,43.0,34.0,2,2,4,pareto,mono_cut
17,20,46.0,42.0,1,2,2,pareto,mono_cut
17,21,12.0,86.0,2,2,4,beta,mono_cut
17,22,23.0,49.0,2,2,4,pareto,non_mono_cut
17,23,27.0,48.0,1,2,2,pareto,mono_cut
17,24,14.0,79.0,2,1,3,beta,no_cut
17,25,71.0,24.0,1,1,1,pareto,non_mono_cut
17,26,23.0,49.0,2,2,4,pareto,mono_cut
17,27,43.0,35.0,1,1,1,pareto,mono_cut
17,28,37.0,54.0,1,1,1,beta,no_cut
17,29,28.0,67.0,1,1,1,beta,non_mono_cut
17,30,37.0,54.0,1,1,1,beta,mono_cut
17,31,27.0,48.0,1,2,2,pareto,no_cut
17,32,31.0,49.0,2,1,3,pareto,mono_cut
17,33,43.0,35.0,1,1,1,pareto,no_cut
17,34,14.0,85.0,1,2,2,beta,no_cut
17,35,37.0,54.0,1,1,1,beta,non_mono_cut
17,36,43.0,34.0,2,2,4,pareto,no_cut
17,37,40.0,56.00000000000001,1,1,0,ac,no_cut
17,38,71.0,24.0,1,1,1,pareto,mono_cut
17,39,71.0,24.0,1,1,1,pareto,no_cut
17,40,31.0,49.0,2,1,3,pareto,no_cut
17,41,43.0,34.0,2,2,4,pareto,non_mono_cut
17,42,50.0,30.0,2,1,3,pareto,mono_cut
