pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
199,1,15.0,83.0,1,2,2,beta,mc
199,2,35.0,40.0,2,2,4,pareto,nc
199,3,21.0,77.0,2,1,3,beta,nc
199,4,10.0,88.0,1,1,1,beta,mc
199,5,18.0,80.0,1,1,1,beta,nmc
199,6,10.0,88.0,1,1,1,beta,nmc
199,7,49.0,35.0,1,1,1,pareto,nc
199,8,62.0,28.999999999999996,2,2,4,pareto,mc
199,9,18.0,80.0,1,1,1,beta,mc
199,10,27.0,65.0,2,2,4,beta,nmc
199,11,12.0,86.0,2,1,3,beta,mc
199,12,16.0,56.00000000000001,1,2,2,pareto,mc
199,13,57.0,42.0,1,1,1,pareto,nc
199,14,50.0,50.0,1,1,0,ac,nc
199,15,57.0,42.0,1,1,1,pareto,mc
199,16,24.0,49.0,2,1,3,pareto,nc
199,17,31.0,43.0,1,2,2,pareto,mc
199,18,27.0,65.0,2,2,4,beta,nc
199,19,12.0,87.0,1,2,2,beta,nc
199,20,12.0,86.0,2,1,3,beta,nc
199,21,18.0,80.0,1,1,1,beta,nc
199,22,31.0,43.0,1,2,2,pareto,nc
199,23,15.0,83.0,1,2,2,beta,nc
199,24,43.0,40.0,2,1,3,pareto,nc
199,25,40.0,56.00000000000001,1,1,0,ac,nc
199,26,21.0,75.0,2,2,4,beta,nmc
199,27,62.0,28.999999999999996,2,2,4,pareto,nc
199,28,21.0,75.0,2,2,4,beta,nc
199,29,35.0,40.0,2,2,4,pareto,mc
199,30,21.0,75.0,2,2,4,beta,mc
199,31,27.0,65.0,2,2,4,beta,mc
199,32,49.0,35.0,1,1,1,pareto,nmc
199,33,35.0,40.0,2,2,4,pareto,nmc
199,34,21.0,77.0,2,1,3,beta,mc
199,35,43.0,40.0,2,1,3,pareto,mc
199,36,12.0,87.0,1,2,2,beta,mc
199,37,49.0,35.0,1,1,1,pareto,mc
199,38,24.0,49.0,2,1,3,pareto,mc
199,39,10.0,88.0,1,1,1,beta,nc
199,40,62.0,28.999999999999996,2,2,4,pareto,nmc
199,41,57.0,42.0,1,1,1,pareto,nmc
199,42,16.0,56.00000000000001,1,2,2,pareto,nc
