pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
203,1,55.0,36.0,2,2,4,pareto,nc
203,2,34.0,38.0,2,1,3,pareto,mc
203,3,18.0,79.0,1,1,1,beta,mc
203,4,35.0,45.0,2,2,4,pareto,nc
203,5,41.0,57.99999999999999,1,2,2,pareto,mc
203,6,50.0,50.0,1,1,0,ac,nc
203,7,35.0,45.0,2,2,4,pareto,mc
203,8,20.0,75.0,1,2,2,beta,nc
203,9,22.0,75.0,1,1,1,beta,mc
203,10,36.0,45.0,2,1,3,pareto,mc
203,11,22.0,75.0,1,1,1,beta,nmc
203,12,25.0,70.0,2,2,4,beta,nc
203,13,67.0,25.0,1,1,1,pareto,nmc
203,14,67.0,25.0,1,1,1,pareto,nc
203,15,22.0,75.0,1,1,1,beta,nc
203,16,25.0,70.0,2,2,4,beta,nmc
203,17,11.0,67.0,1,2,2,pareto,nc
203,18,11.0,67.0,1,2,2,pareto,mc
203,19,18.0,76.0,2,2,4,beta,mc
203,20,18.0,79.0,1,1,1,beta,nc
203,21,55.0,36.0,2,2,4,pareto,mc
203,22,23.0,72.0,1,2,2,beta,nc
203,23,35.0,45.0,2,2,4,pareto,nmc
203,24,41.0,57.99999999999999,1,2,2,pareto,nc
203,25,28.0,47.0,1,1,1,pareto,nmc
203,26,20.0,76.0,2,1,3,beta,nc
203,27,18.0,79.0,1,1,1,beta,nmc
203,28,28.0,47.0,1,1,1,pareto,mc
203,29,34.0,38.0,2,1,3,pareto,nc
203,30,67.0,25.0,1,1,1,pareto,mc
203,31,19.0,76.0,2,1,3,beta,mc
203,32,25.0,70.0,2,2,4,beta,mc
203,33,40.0,56.00000000000001,1,1,0,ac,nc
203,34,28.0,47.0,1,1,1,pareto,nc
203,35,18.0,76.0,2,2,4,beta,nc
203,36,18.0,76.0,2,2,4,beta,nmc
203,37,36.0,45.0,2,1,3,pareto,nc
203,38,20.0,75.0,1,2,2,beta,mc
203,39,20.0,76.0,2,1,3,beta,mc
203,40,19.0,76.0,2,1,3,beta,nc
203,41,55.0,36.0,2,2,4,pareto,nmc
203,42,23.0,72.0,1,2,2,beta,mc
