pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
197,1,28.0,69.0,2,1,3,beta,nc
197,2,48.0,35.0,1,1,1,pareto,nmc
197,3,19.0,54.0,1,2,2,pareto,nc
197,4,20.0,74.0,1,2,2,beta,mc
197,5,19.0,79.0,1,1,1,beta,mc
197,6,50.0,50.0,1,1,0,ac,nc
197,7,48.0,35.0,1,1,1,pareto,nc
197,8,19.0,79.0,1,1,1,beta,nc
197,9,70.0,24.0,2,1,3,pareto,mc
197,10,40.0,41.0,2,2,4,pareto,nmc
197,11,16.0,79.0,2,2,4,beta,mc
197,12,22.0,70.0,2,1,3,beta,mc
197,13,28.0,69.0,2,1,3,beta,mc
197,14,36.0,36.0,2,1,3,pareto,mc
197,15,46.0,32.0,1,2,2,pareto,mc
197,16,13.0,84.0,1,1,1,beta,nmc
197,17,13.0,84.0,1,1,1,beta,mc
197,18,29.0,63.0,2,2,4,beta,nc
197,19,13.0,84.0,1,1,1,beta,nc
197,20,46.0,32.0,1,2,2,pareto,nc
197,21,41.0,41.0,2,2,4,pareto,nc
197,22,27.0,52.0,1,1,1,pareto,nmc
197,23,19.0,79.0,1,1,1,beta,nmc
197,24,40.0,41.0,2,2,4,pareto,nc
197,25,48.0,35.0,1,1,1,pareto,mc
197,26,19.0,54.0,1,2,2,pareto,mc
197,27,16.0,79.0,2,2,4,beta,nc
197,28,41.0,41.0,2,2,4,pareto,mc
197,29,19.0,77.0,1,2,2,beta,mc
197,30,36.0,36.0,2,1,3,pareto,nc
197,31,19.0,77.0,1,2,2,beta,nc
197,32,22.0,70.0,2,1,3,beta,nc
197,33,16.0,79.0,2,2,4,beta,nmc
197,34,29.0,63.0,2,2,4,beta,nmc
197,35,40.0,56.00000000000001,1,1,0,ac,nc
197,36,70.0,24.0,2,1,3,pareto,nc
197,37,41.0,41.0,2,2,4,pareto,nmc
197,38,29.0,63.0,2,2,4,beta,mc
197,39,20.0,74.0,1,2,2,beta,nc
197,40,27.0,52.0,1,1,1,pareto,mc
197,41,40.0,41.0,2,2,4,pareto,mc
197,42,27.0,52.0,1,1,1,pareto,nc
