pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
228,1,12.0,84.0,1,2,2,beta,mc
228,2,24.0,71.0,2,2,4,beta,mc
228,3,51.0,30.0,1,1,1,pareto,nc
228,4,24.0,71.0,2,2,4,beta,nmc
228,5,31.0,64.0,1,1,1,beta,mc
228,6,55.0,34.0,2,1,3,pareto,nc
228,7,50.0,50.0,1,1,0,ac,nc
228,8,53.0,31.0,1,1,1,pareto,mc
228,9,18.0,56.00000000000001,2,2,4,pareto,nmc
228,10,55.0,34.0,2,1,3,pareto,mc
228,11,53.0,31.0,1,1,1,pareto,nmc
228,12,51.0,30.0,1,1,1,pareto,nmc
228,13,27.0,52.0,1,2,2,pareto,mc
228,14,53.0,31.0,1,1,1,pareto,nc
228,15,11.0,85.0,1,1,1,beta,nc
228,16,31.0,64.0,1,1,1,beta,nmc
228,17,25.0,54.0,1,2,2,pareto,mc
228,18,25.0,52.0,2,2,4,pareto,nc
228,19,6.0,93.0,2,1,3,beta,mc
228,20,25.0,52.0,2,2,4,pareto,mc
228,21,11.0,85.0,1,1,1,beta,mc
228,22,11.0,85.0,1,1,1,beta,nmc
228,23,6.0,93.0,2,1,3,beta,nc
228,24,31.0,64.0,1,1,1,beta,nc
228,25,27.0,52.0,1,2,2,pareto,nc
228,26,24.0,71.0,2,2,4,beta,nc
228,27,25.0,69.0,2,1,3,beta,nc
228,28,51.0,30.0,1,1,1,pareto,mc
228,29,25.0,69.0,2,1,3,beta,mc
228,30,25.0,54.0,1,2,2,pareto,nc
228,31,62.0,36.0,2,1,3,pareto,mc
228,32,18.0,56.00000000000001,2,2,4,pareto,mc
228,33,12.0,84.0,1,2,2,beta,nc
228,34,18.0,56.00000000000001,2,2,4,pareto,nc
228,35,26.0,71.0,2,2,4,beta,nc
228,36,26.0,71.0,2,2,4,beta,nmc
228,37,17.0,81.0,1,2,2,beta,mc
228,38,17.0,81.0,1,2,2,beta,nc
228,39,62.0,36.0,2,1,3,pareto,nc
228,40,26.0,71.0,2,2,4,beta,mc
228,41,25.0,52.0,2,2,4,pareto,nmc
228,42,40.0,56.00000000000001,1,1,0,ac,nc
