pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
35,1,31.0,62.0,2,2,4,beta,nc
35,2,18.0,76.0,1,1,1,beta,nmc
35,3,31.0,62.0,2,2,4,beta,nmc
35,4,23.0,73.0,2,1,3,beta,nc
35,5,55.0,32.0,2,1,3,pareto,mc
35,6,34.0,50.0,1,1,1,pareto,nc
35,7,43.0,33.0,1,2,2,pareto,nc
35,8,40.0,42.0,2,2,4,pareto,nc
35,9,66.0,31.0,2,2,4,pareto,nc
35,10,34.0,47.0,2,1,3,pareto,nc
35,11,47.0,45.0,1,1,1,pareto,nc
35,12,42.0,54.0,2,2,4,beta,nc
35,13,55.0,32.0,2,1,3,pareto,nc
35,14,50.0,50.0,1,1,0,ac,nc
35,15,46.0,48.0,1,2,2,beta,nc
35,16,34.0,50.0,1,1,1,pareto,mc
35,17,34.0,47.0,2,1,3,pareto,mc
35,18,20.0,78.0,1,1,1,beta,nc
35,19,23.0,72.0,2,1,3,beta,mc
35,20,43.0,33.0,1,2,2,pareto,mc
35,21,42.0,54.0,2,2,4,beta,mc
35,22,40.0,56.00000000000001,1,1,0,ac,nc
35,23,18.0,76.0,1,1,1,beta,nc
35,24,40.0,42.0,2,2,4,pareto,nmc
35,25,66.0,31.0,2,2,4,pareto,nmc
35,26,20.0,78.0,1,1,1,beta,nmc
35,27,40.0,42.0,2,2,4,pareto,mc
35,28,33.0,64.0,1,2,2,beta,mc
35,29,47.0,45.0,1,1,1,pareto,nmc
35,30,33.0,64.0,1,2,2,beta,nc
35,31,34.0,50.0,1,1,1,pareto,nmc
35,32,31.0,62.0,2,2,4,beta,mc
35,33,47.0,45.0,1,1,1,pareto,mc
35,34,18.0,76.0,1,1,1,beta,mc
35,35,63.0,26.0,1,2,2,pareto,mc
35,36,42.0,54.0,2,2,4,beta,nmc
35,37,23.0,73.0,2,1,3,beta,mc
35,38,20.0,78.0,1,1,1,beta,mc
35,39,23.0,72.0,2,1,3,beta,nc
35,40,63.0,26.0,1,2,2,pareto,nc
35,41,46.0,48.0,1,2,2,beta,mc
35,42,66.0,31.0,2,2,4,pareto,mc
