pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
163,1,23.0,75.0,1,1,1,beta,nmc
163,2,23.0,74.0,1,1,1,beta,nmc
163,3,57.0,27.0,2,2,4,pareto,nmc
163,4,41.0,48.0,2,1,3,pareto,mc
163,5,74.0,23.0,2,2,4,pareto,nmc
163,6,8.0,91.0,2,2,4,beta,nc
163,7,32.0,38.0,1,1,1,pareto,nmc
163,8,25.0,73.0,1,2,2,beta,mc
163,9,23.0,74.0,1,1,1,beta,nc
163,10,50.0,50.0,1,1,0,ac,nc
163,11,41.0,48.0,2,1,3,pareto,nc
163,12,39.0,52.0,1,1,1,pareto,nc
163,13,32.0,38.0,1,1,1,pareto,nc
163,14,13.0,83.0,2,1,3,beta,mc
163,15,19.0,75.0,1,2,2,beta,mc
163,16,8.0,91.0,2,2,4,beta,mc
163,17,23.0,75.0,1,1,1,beta,mc
163,18,8.0,91.0,2,2,4,beta,nmc
163,19,39.0,52.0,1,1,1,pareto,nmc
163,20,74.0,23.0,2,2,4,pareto,nc
163,21,27.0,49.0,1,2,2,pareto,nc
163,22,57.0,27.0,2,2,4,pareto,mc
163,23,23.0,75.0,1,1,1,beta,nc
163,24,19.0,75.0,1,2,2,beta,nc
163,25,39.0,52.0,1,1,1,pareto,mc
163,26,40.0,56.00000000000001,1,1,0,ac,nc
163,27,23.0,74.0,1,1,1,beta,mc
163,28,19.0,75.0,2,2,4,beta,mc
163,29,57.0,27.0,2,2,4,pareto,nc
163,30,32.0,38.0,1,1,1,pareto,mc
163,31,27.0,49.0,1,2,2,pareto,mc
163,32,19.0,75.0,2,2,4,beta,nc
163,33,49.0,48.0,1,2,2,pareto,mc
163,34,32.0,65.0,2,1,3,beta,mc
163,35,25.0,73.0,1,2,2,beta,nc
163,36,74.0,23.0,2,2,4,pareto,mc
163,37,27.0,43.0,2,1,3,pareto,mc
163,38,49.0,48.0,1,2,2,pareto,nc
163,39,27.0,43.0,2,1,3,pareto,nc
163,40,32.0,65.0,2,1,3,beta,nc
163,41,19.0,75.0,2,2,4,beta,nmc
163,42,13.0,83.0,2,1,3,beta,nc
