pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
196,1,74.0,22.0,2,2,4,pareto,nc
196,2,26.0,68.0,1,1,1,beta,mc
196,3,74.0,22.0,2,2,4,pareto,nmc
196,4,17.0,78.0,2,2,4,beta,nc
196,5,14.0,83.0,1,2,2,beta,nc
196,6,17.0,78.0,2,2,4,beta,nmc
196,7,22.0,74.0,2,2,4,beta,mc
196,8,17.0,77.0,2,1,3,beta,mc
196,9,50.0,41.0,2,2,4,pareto,mc
196,10,37.0,48.0,1,1,1,pareto,nmc
196,11,33.0,39.0,2,1,3,pareto,mc
196,12,22.0,74.0,2,2,4,beta,nmc
196,13,26.0,68.0,1,1,1,beta,nc
196,14,47.0,31.0,1,1,1,pareto,nmc
196,15,17.0,77.0,2,1,3,beta,nc
196,16,33.0,39.0,2,1,3,pareto,nc
196,17,18.0,79.0,1,1,1,beta,nc
196,18,20.0,53.0,1,2,2,pareto,nc
196,19,50.0,50.0,1,1,0,ac,nc
196,20,37.0,48.0,1,1,1,pareto,nc
196,21,10.0,87.0,2,1,3,beta,mc
196,22,18.0,79.0,1,1,1,beta,mc
196,23,37.0,48.0,1,1,1,pareto,mc
196,24,22.0,59.0,2,1,3,pareto,mc
196,25,47.0,31.0,1,1,1,pareto,nc
196,26,47.0,31.0,1,1,1,pareto,mc
196,27,22.0,74.0,2,2,4,beta,nc
196,28,15.0,83.0,1,2,2,beta,nc
196,29,50.0,41.0,2,2,4,pareto,nc
196,30,14.0,83.0,1,2,2,beta,mc
196,31,48.0,31.0,1,2,2,pareto,mc
196,32,15.0,83.0,1,2,2,beta,mc
196,33,26.0,68.0,1,1,1,beta,nmc
196,34,20.0,53.0,1,2,2,pareto,mc
196,35,40.0,56.00000000000001,1,1,0,ac,nc
196,36,18.0,79.0,1,1,1,beta,nmc
196,37,10.0,87.0,2,1,3,beta,nc
196,38,48.0,31.0,1,2,2,pareto,nc
196,39,22.0,59.0,2,1,3,pareto,nc
196,40,74.0,22.0,2,2,4,pareto,mc
196,41,50.0,41.0,2,2,4,pareto,nmc
196,42,17.0,78.0,2,2,4,beta,mc
