pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
7,1,45.0,33.0,2,1,3,pareto,no_cut
7,2,14.0,60.0,2,2,4,pareto,non_mono_cut
7,3,15.0,82.0,1,1,1,beta,no_cut
7,4,16.0,81.0,1,2,2,beta,mono_cut
7,5,45.0,33.0,2,1,3,pareto,mono_cut
7,6,15.0,82.0,1,1,1,beta,non_mono_cut
7,7,27.0,70.0,2,2,4,beta,non_mono_cut
7,8,27.0,70.0,2,2,4,beta,no_cut
7,9,23.0,72.0,2,1,3,beta,mono_cut
7,10,57.0,28.999999999999996,2,2,4,pareto,no_cut
7,11,18.0,56.00000000000001,1,1,1,pareto,no_cut
7,12,18.0,56.00000000000001,1,1,1,pareto,mono_cut
7,13,14.0,60.0,2,2,4,pareto,no_cut
7,14,28.0,66.0,1,1,1,beta,mono_cut
7,15,17.0,60.0,1,1,1,pareto,mono_cut
7,16,23.0,72.0,2,1,3,beta,no_cut
7,17,50.0,50.0,1,1,0,ac,no_cut
7,18,16.0,81.0,1,2,2,beta,no_cut
7,19,30.0,66.0,2,2,4,beta,mono_cut
7,20,22.0,75.0,1,2,2,beta,mono_cut
7,21,30.0,66.0,2,2,4,beta,no_cut
7,22,18.0,77.0,2,1,3,beta,no_cut
7,23,29.0,44.0,1,2,2,pareto,mono_cut
7,24,26.0,45.0,2,1,3,pareto,no_cut
7,25,27.0,70.0,2,2,4,beta,mono_cut
7,26,28.0,66.0,1,1,1,beta,no_cut
7,27,53.0,28.999999999999996,1,2,2,pareto,no_cut
7,28,30.0,66.0,2,2,4,beta,non_mono_cut
7,29,28.0,66.0,1,1,1,beta,non_mono_cut
7,30,40.0,56.00000000000001,1,1,0,ac,no_cut
7,31,26.0,45.0,2,1,3,pareto,mono_cut
7,32,18.0,77.0,2,1,3,beta,mono_cut
7,33,22.0,75.0,1,2,2,beta,no_cut
7,34,57.0,28.999999999999996,2,2,4,pareto,mono_cut
7,35,53.0,28.999999999999996,1,2,2,pareto,mono_cut
7,36,14.0,60.0,2,2,4,pareto,mono_cut
7,37,57.0,28.999999999999996,2,2,4,pareto,non_mono_cut
7,38,17.0,60.0,1,1,1,pareto,no_cut
7,39,29.0,44.0,1,2,2,pareto,no_cut
7,40,18.0,56.00000000000001,1,1,1,pareto,non_mono_cut
7,41,17.0,60.0,1,1,1,pareto,non_mono_cut
7,42,15.0,82.0,1,1,1,beta,mono_cut
