pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,data_rel,dist,mono
1,1,16.0,74.0,2,1,3,beta,non_mono_cut
1,2,24.0,51.0,2,2,4,pareto,mono_cut
1,3,22.0,76.0,1,1,1,beta,no_cut
1,4,33.0,56.99999999999999,2,2,4,beta,mono_cut
1,5,44.0,49.0,2,1,3,pareto,no_cut
1,6,20.0,76.0,2,2,4,beta,no_cut
1,7,20.0,76.0,1,2,2,beta,no_cut
1,8,44.0,49.0,2,1,3,pareto,mono_cut
1,9,50.0,50.0,1,1,0,ac,no_cut
1,10,24.0,51.0,2,2,4,pareto,non_mono_cut
1,11,41.0,35.0,2,1,3,pareto,non_mono_cut
1,12,20.0,76.0,2,2,4,beta,non_mono_cut
1,13,48.0,33.0,1,1,1,pareto,no_cut
1,14,17.0,55.00000000000001,1,2,2,pareto,no_cut
1,15,33.0,56.99999999999999,2,2,4,beta,no_cut
1,16,24.0,51.0,2,2,4,pareto,no_cut
1,17,52.0,31.0,2,2,4,pareto,no_cut
1,18,58.0,27.0,1,1,1,pareto,non_mono_cut
1,19,13.0,83.0,1,1,1,beta,non_mono_cut
1,20,13.0,83.0,1,1,1,beta,mono_cut
1,21,44.0,49.0,2,1,3,pareto,non_mono_cut
1,22,58.0,27.0,1,1,1,pareto,mono_cut
1,23,17.0,55.00000000000001,1,2,2,pareto,mono_cut
1,24,24.0,71.0,1,2,2,beta,non_mono_cut
1,25,48.0,33.0,1,1,1,pareto,non_mono_cut
1,26,24.0,71.0,1,2,2,beta,mono_cut
1,27,40.0,56.00000000000001,1,1,0,ac,no_cut
1,28,22.0,76.0,1,1,1,beta,non_mono_cut
1,29,16.0,74.0,2,1,3,beta,no_cut
1,30,20.0,76.0,1,2,2,beta,non_mono_cut
1,31,26.0,47.0,1,2,2,pareto,mono_cut
1,32,20.0,76.0,2,2,4,beta,mono_cut
1,33,15.0,82.0,2,1,3,beta,non_mono_cut
1,34,17.0,55.00000000000001,1,2,2,pareto,non_mono_cut
1,35,24.0,71.0,1,2,2,beta,no_cut
1,36,15.0,82.0,2,1,3,beta,no_cut
1,37,41.0,35.0,2,1,3,pareto,no_cut
1,38,26.0,47.0,1,2,2,pareto,no_cut
1,39,52.0,31.0,2,2,4,pareto,non_mono_cut
1,40,58.0,27.0,1,1,1,pareto,no_cut
1,41,13.0,83.0,1,1,1,beta,no_cut
1,42,26.0,47.0,1,2,2,pareto,non_mono_cut
