pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
206,1,26.0,50.0,2,2,4,pareto,nc
206,2,21.0,76.0,2,2,4,beta,nmc
206,3,32.0,45.0,2,1,3,pareto,nc
206,4,17.0,80.0,1,1,1,beta,mc
206,5,17.0,60.0,1,2,2,pareto,nc
206,6,50.0,50.0,1,1,0,ac,nc
206,7,17.0,80.0,1,1,1,beta,nc
206,8,14.0,82.0,2,2,4,beta,mc
206,9,32.0,45.0,2,1,3,pareto,mc
206,10,14.0,83.0,2,1,3,beta,nc
206,11,14.0,82.0,2,2,4,beta,nc
206,12,17.0,80.0,1,1,1,beta,nmc
206,13,14.0,65.0,1,1,1,pareto,nmc
206,14,26.0,43.0,1,1,1,pareto,mc
206,15,26.0,43.0,1,1,1,pareto,nc
206,16,44.0,35.0,1,2,2,pareto,nc
206,17,23.0,73.0,1,1,1,beta,mc
206,18,23.0,73.0,1,1,1,beta,nmc
206,19,26.0,43.0,1,1,1,pareto,nmc
206,20,25.0,51.0,2,1,3,pareto,nc
206,21,21.0,76.0,2,2,4,beta,nc
206,22,26.0,50.0,2,2,4,pareto,mc
206,23,19.0,78.0,1,2,2,beta,mc
206,24,25.0,51.0,2,1,3,pareto,mc
206,25,14.0,65.0,1,1,1,pareto,mc
206,26,13.0,85.0,2,1,3,beta,nc
206,27,17.0,60.0,1,2,2,pareto,mc
206,28,44.0,35.0,1,2,2,pareto,mc
206,29,25.0,63.0,1,2,2,beta,mc
206,30,23.0,73.0,1,1,1,beta,nc
206,31,17.0,61.0,2,2,4,pareto,mc
206,32,14.0,82.0,2,2,4,beta,nmc
206,33,14.0,65.0,1,1,1,pareto,nc
206,34,25.0,63.0,1,2,2,beta,nc
206,35,17.0,61.0,2,2,4,pareto,nmc
206,36,13.0,85.0,2,1,3,beta,mc
206,37,14.0,83.0,2,1,3,beta,mc
206,38,40.0,56.00000000000001,1,1,0,ac,nc
206,39,26.0,50.0,2,2,4,pareto,nmc
206,40,21.0,76.0,2,2,4,beta,mc
206,41,19.0,78.0,1,2,2,beta,nc
206,42,17.0,61.0,2,2,4,pareto,nc
