pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
16,1,49.0,30.0,1,1,1,pareto,nc
16,2,21.0,75.0,1,1,1,beta,mc
16,3,50.0,50.0,1,1,0,ac,nc
16,4,21.0,75.0,1,1,1,beta,nmc
16,5,18.0,76.0,1,2,2,beta,mc
16,6,56.0,38.0,2,1,3,pareto,nc
16,7,31.0,62.0,2,1,3,beta,nc
16,8,24.0,72.0,2,2,4,beta,nc
16,9,20.0,74.0,1,1,1,beta,mc
16,10,49.0,30.0,1,1,1,pareto,mc
16,11,56.0,38.0,2,1,3,pareto,mc
16,12,71.0,28.000000000000004,2,2,4,pareto,mc
16,13,19.0,77.0,2,1,3,beta,nc
16,14,20.0,74.0,1,1,1,beta,nc
16,15,71.0,28.000000000000004,2,2,4,pareto,nc
16,16,35.0,39.0,2,1,3,pareto,mc
16,17,14.0,81.0,1,2,2,beta,nc
16,18,13.0,82.0,2,2,4,beta,nc
16,19,13.0,82.0,2,2,4,beta,nmc
16,20,19.0,77.0,2,1,3,beta,mc
16,21,44.0,36.0,1,2,2,pareto,mc
16,22,21.0,75.0,1,1,1,beta,nc
16,23,35.0,47.0,2,2,4,pareto,nmc
16,24,35.0,39.0,2,1,3,pareto,nc
16,25,24.0,72.0,2,2,4,beta,mc
16,26,35.0,47.0,2,2,4,pareto,mc
16,27,24.0,72.0,2,2,4,beta,nmc
16,28,25.0,44.0,1,2,2,pareto,mc
16,29,14.0,81.0,1,2,2,beta,mc
16,30,44.0,48.0,1,1,1,pareto,nc
16,31,35.0,47.0,2,2,4,pareto,nc
16,32,13.0,82.0,2,2,4,beta,mc
16,33,44.0,36.0,1,2,2,pareto,nc
16,34,49.0,30.0,1,1,1,pareto,nmc
16,35,71.0,28.000000000000004,2,2,4,pareto,nmc
16,36,20.0,74.0,1,1,1,beta,nmc
16,37,44.0,48.0,1,1,1,pareto,nmc
16,38,31.0,62.0,2,1,3,beta,mc
16,39,25.0,44.0,1,2,2,pareto,nc
16,40,18.0,76.0,1,2,2,beta,nc
16,41,44.0,48.0,1,1,1,pareto,mc
16,42,40.0,56.00000000000001,1,1,0,ac,nc
