pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
156,1,26.0,68.0,1,2,2,beta,nc
156,2,57.0,30.0,1,2,2,pareto,nc
156,3,18.0,56.99999999999999,2,1,3,pareto,mc
156,4,27.0,46.0,1,1,1,pareto,nmc
156,5,18.0,56.99999999999999,2,1,3,pareto,nc
156,6,53.0,28.999999999999996,2,2,4,pareto,nc
156,7,46.0,34.0,2,2,4,pareto,nc
156,8,20.0,70.0,1,2,2,beta,nc
156,9,27.0,46.0,1,1,1,pareto,mc
156,10,20.0,70.0,1,2,2,beta,mc
156,11,50.0,50.0,1,1,0,ac,nc
156,12,46.0,38.0,1,2,2,pareto,nc
156,13,53.0,28.999999999999996,2,2,4,pareto,nmc
156,14,27.0,46.0,1,1,1,pareto,nc
156,15,11.0,87.0,2,2,4,beta,nmc
156,16,17.0,80.0,1,1,1,beta,nc
156,17,11.0,87.0,2,2,4,beta,mc
156,18,14.0,79.0,2,1,3,beta,mc
156,19,66.0,27.0,1,1,1,pareto,mc
156,20,22.0,73.0,1,1,1,beta,mc
156,21,22.0,73.0,1,1,1,beta,nmc
156,22,27.0,69.0,2,1,3,beta,nc
156,23,22.0,73.0,1,1,1,beta,nc
156,24,17.0,80.0,1,1,1,beta,mc
156,25,46.0,34.0,2,2,4,pareto,mc
156,26,20.0,76.0,2,2,4,beta,mc
156,27,27.0,69.0,2,1,3,beta,mc
156,28,46.0,34.0,2,2,4,pareto,nmc
156,29,11.0,87.0,2,2,4,beta,nc
156,30,33.0,43.0,2,1,3,pareto,mc
156,31,53.0,28.999999999999996,2,2,4,pareto,mc
156,32,40.0,56.00000000000001,1,1,0,ac,nc
156,33,17.0,80.0,1,1,1,beta,nmc
156,34,26.0,68.0,1,2,2,beta,mc
156,35,66.0,27.0,1,1,1,pareto,nmc
156,36,20.0,76.0,2,2,4,beta,nc
156,37,57.0,30.0,1,2,2,pareto,mc
156,38,33.0,43.0,2,1,3,pareto,nc
156,39,46.0,38.0,1,2,2,pareto,mc
156,40,66.0,27.0,1,1,1,pareto,nc
156,41,20.0,76.0,2,2,4,beta,nmc
156,42,14.0,79.0,2,1,3,beta,nc
