pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
69,1,16.0,77.0,1,2,2,beta,nc
69,2,9.0,88.0,2,2,4,beta,nmc
69,3,17.0,79.0,2,1,3,beta,nc
69,4,25.0,56.00000000000001,2,1,3,pareto,mc
69,5,20.0,75.0,2,2,4,beta,nc
69,6,11.0,87.0,1,1,1,beta,mc
69,7,10.0,88.0,1,1,1,beta,nmc
69,8,20.0,75.0,2,2,4,beta,mc
69,9,31.0,67.0,1,2,2,beta,mc
69,10,19.0,69.0,2,1,3,beta,nc
69,11,20.0,52.0,1,2,2,pareto,nc
69,12,50.0,50.0,1,1,0,ac,nc
69,13,11.0,87.0,1,1,1,beta,nmc
69,14,28.0,55.00000000000001,2,2,4,pareto,nmc
69,15,28.0,50.0,2,2,4,pareto,nmc
69,16,50.0,38.0,1,1,1,pareto,nc
69,17,33.0,39.0,1,1,1,pareto,nc
69,18,35.0,41.0,1,2,2,pareto,mc
69,19,32.0,41.0,2,1,3,pareto,nc
69,20,50.0,38.0,1,1,1,pareto,mc
69,21,31.0,67.0,1,2,2,beta,nc
69,22,11.0,87.0,1,1,1,beta,nc
69,23,33.0,39.0,1,1,1,pareto,nmc
69,24,19.0,69.0,2,1,3,beta,mc
69,25,35.0,41.0,1,2,2,pareto,nc
69,26,33.0,39.0,1,1,1,pareto,mc
69,27,40.0,56.00000000000001,1,1,0,ac,nc
69,28,32.0,41.0,2,1,3,pareto,mc
69,29,28.0,55.00000000000001,2,2,4,pareto,mc
69,30,25.0,56.00000000000001,2,1,3,pareto,nc
69,31,9.0,88.0,2,2,4,beta,mc
69,32,20.0,75.0,2,2,4,beta,nmc
69,33,10.0,88.0,1,1,1,beta,nc
69,34,17.0,79.0,2,1,3,beta,mc
69,35,10.0,88.0,1,1,1,beta,mc
69,36,50.0,38.0,1,1,1,pareto,nmc
69,37,28.0,50.0,2,2,4,pareto,nc
69,38,28.0,55.00000000000001,2,2,4,pareto,nc
69,39,16.0,77.0,1,2,2,beta,mc
69,40,20.0,52.0,1,2,2,pareto,mc
69,41,9.0,88.0,2,2,4,beta,nc
69,42,28.0,50.0,2,2,4,pareto,mc
