pid,gid,est_gap,est_ratio,comp_gap,comp_ratio,rel,dist,cut
81,1,50.0,50.0,1,1,0,ac,nc
81,2,27.0,49.0,1,2,2,pareto,nc
81,3,11.0,84.0,1,2,2,beta,mc
81,4,26.0,68.0,2,2,4,beta,nc
81,5,21.0,70.0,2,2,4,beta,nmc
81,6,30.0,54.0,1,1,1,pareto,nc
81,7,38.0,44.0,1,1,1,pareto,nmc
81,8,26.0,52.0,2,2,4,pareto,nc
81,9,26.0,52.0,2,2,4,pareto,mc
81,10,70.0,23.0,2,2,4,pareto,nmc
81,11,38.0,44.0,1,1,1,pareto,mc
81,12,30.0,54.0,1,1,1,pareto,mc
81,13,11.0,84.0,1,2,2,beta,nc
81,14,13.0,84.0,1,1,1,beta,mc
81,15,35.0,38.0,1,2,2,pareto,mc
81,16,54.0,28.999999999999996,2,1,3,pareto,mc
81,17,40.0,51.0,2,1,3,pareto,nc
81,18,17.0,80.0,2,1,3,beta,mc
81,19,11.0,83.0,1,2,2,beta,nc
81,20,27.0,49.0,1,2,2,pareto,mc
81,21,13.0,81.0,1,1,1,beta,mc
81,22,20.0,75.0,2,1,3,beta,mc
81,23,40.0,56.00000000000001,1,1,0,ac,nc
81,24,21.0,70.0,2,2,4,beta,mc
81,25,70.0,23.0,2,2,4,pareto,mc
81,26,13.0,81.0,1,1,1,beta,nc
81,27,54.0,28.999999999999996,2,1,3,pareto,nc
81,28,35.0,38.0,1,2,2,pareto,nc
81,29,13.0,84.0,1,1,1,beta,nmc
81,30,40.0,51.0,2,1,3,pareto,mc
81,31,13.0,84.0,1,1,1,beta,nc
81,32,70.0,23.0,2,2,4,pareto,nc
81,33,21.0,70.0,2,2,4,beta,nc
81,34,38.0,44.0,1,1,1,pareto,nc
81,35,26.0,68.0,2,2,4,beta,mc
81,36,26.0,52.0,2,2,4,pareto,nmc
81,37,30.0,54.0,1,1,1,pareto,nmc
81,38,26.0,68.0,2,2,4,beta,nmc
81,39,13.0,81.0,1,1,1,beta,nmc
81,40,11.0,83.0,1,2,2,beta,mc
81,41,17.0,80.0,2,1,3,beta,nc
81,42,20.0,75.0,2,1,3,beta,nc
